id,text,Generalized_Hate
1052239288262434817,metoo is one year old is the world ready to listen to these stories and trigger a true societal change publicspeaking digital metoo communicate socialmedia storytelling resilience office genderequality,0
1049808211534958592,an uneasy silence had descended over the bar but then some dude cracked a ´blondé joke metoo kavanaugh harveyweinstein,0
1051903393717874688,today on the anniversary of metoo going viral girls inc is proud to announce the launch of a new campaign called girlstoo this national campaign will focus on sexual harassment and assault in the lives of youth particularly girls with actions aimed at changing the norms,0
1051983768418828288,interesting analysis by theeconomist about the change in perception about the metoo movement year on among american voters and how that breaks along partisan lines,0
1051904346005393410,mo state student allegedly raped hours after attending a metoo rally liberty man charged,1
1051969582968315904,liberty man charged with rape on msu campus after victim attended metoo rally httpstconbotzisfpq,0
1052275413798592512,don ’ t be afraid to speak out no matter how long it takes metoo,0
1052109196429287424,bcci ceo rahul johri goes on leave to prepare explanation for metoo allegation,0
1052214089458610176,very powerful piece about metoo and how it is helping to evolve the workplace with some great practical advice an invitation to be quiet no longer the asco post,0
1051973719428669442,metoo mayawati accuses mj akbar of giving political colour to charges httpstcogrqomqmrch,0
1052269734257811456,letter to bs why are bjp leaders still silent on the metoo movement,0
1055742076048965632,arjunsarja said no compromise at kfcc meeting read more arjunsarja kfcc sandalwood metoo metooindia metoocontroversy sruthihariharan,1
1055356287104368640,prakashraaj metoo can be misused and tarnish image of innocent person,1
1051983079747665920,imprisoned bill cosby loses more lawyers latest new team on board metoo breakingnews,0
1052164009544351744,👩🏽‍💻 on a mission to build an empire and leave a legacy 💫 ✅😇🙏🏽🌸👠💋💵👛🗝 smartgirlceo pyeagency ladyboss girlboss bosslady blackgirlsrock girlpower womensupportingwomen sisterhood blackgirlmagic essence oprah metoo tuesdaythoughts,0
1051201936249184256,senator sherrod brown called on to resign by metoo group,1
1052032744899977217,college student allegedly raped hours after attending a metoo rally,0
1052244907572822016,waynedupreeshow fbi needs to investigate the corruption in minnesota politics owned amp controlled fully by dnc soros governorsectystateagmayorpolicechiefcitycounsel dont got franken when they found box of ballots in trunk they were allowed added count wakeup metoo votered,0
1052100677575606273,college student allegedly raped hours after attending a metoo rally,0
1052008783361265665,metoo iftda issues notice to sajid khan over sexual harassment allegations,0
1051227851284873217,metoo changed the industry but there ’ s a lot that remains to be done,0
1052219647758491648,perspective metoo has a long way to go,0
1052208316888141826,domesticviolence awareness hasn ’ t caught up with metoo here ’ s why nyt,0
1052237938166255616,the misogynistic video from this ti rapper who is from atlanta is antiwoman and deeply offensive will mayor keishabottoms condemn it and apologize to flotus what about all the feminists in atlanta metoo georgiademocrat staceyabrams,0
1054729818015784960,actor jaggesh backs arjun sarja questions sruthi hariharan over metoo allegation video link ► jaggesh navarasanayaka arjunsarja sruthihariharan metoo jaggeshbacksarjunsarja questionssruthihariharan metooallegationonarjunsarja,1
1052188938717290497,domestic violence awareness hasn ’ t caught up with metoo here ’ s why,0
1051192571123253248,cast of “ pink positive ” part of tsttweeting in responseyear of the woman opens tonight stella adler theatre hollywood ca details at actors acting actorslife theatre la lathtr femalewriters femaleplaywrights femalevoice femaledirectors metoo,1
1052028583756132352,okay but why don ’ t they show this side of spidermanpeter parker it would be a way to show that you can always talk to someone and it touches place in so many peoples lives metoo marvel spiderman,0
1051868547045978112,megankelly megankellytoday killary clinton will protect her rapist husband rape enabler who abuses these women who bill raped in deep denial she is going on tour for metoo when she is against me too movement liars crooks money laudnering haitian child organ harvesting httpstcontmmazfudu,0
1051736964779692032,days million tweets one powerful movement today marks one year since metoo went viral sexual amp genderbased violence is a human rights violation and were committed to ending it ✊,0
1051838321087971328,trump i pity young men today these women are vicious they lie in wait for men who obey their dicks just so they can charge he attacked me when they know all along they want it metoo vs stone age metooliars voteblue,1
1052090146470817792,metoo founder tarana burke took time to look back at the impact amp progress of the movement,0
1055048529767477248,an injunction is keeping a uk metoo scandal from being published the accused could still be named,1
1052182665695178754,metoo are you happy that men that cant win in the male world of sports are taking advantage of womens world of sports by simply going transgender if you look at them all they are only doing the minimum hair makeup clothing to qualify to take your medals,0
1055475781315420160,why incindia chief rahulgandhi tried to link rafale probe with cbi boss ouster chargesheet against pchidambaramin in aircelmaxis case lady ias officer levels metoo charge against punjab minister charanjit singh channi aajkibaat tonight at indiatvnews,1
1052240916591702016,in the latest blog post amara purlle explores how the metoo movement has changed attitudes or heightened recognition of the freedom to explore our bodies as we see fit,0
1052055377230094336,viral cornerstorecaroline incident spurs fiery debates about calling metoo httpstcofrjltzddpe,1
1049672576195280897,currently india with metooindia metoo and pun,1
1052286635298250752,dont fucking talk about hillaryclinton dont keep her apologizing for her husbands mistake billclinton had consensual sexual play with an intern it was adultery but consensual its not to be confused with metoo or with realdonaldtrumps nasty predatory sick life,0
1050399020848308225,been in sales most my life sold everything from storm windows to rvs in sales you get an acute tact for spotting bs this women was absolutely full of crap metoo,1
1052095305133510656,it is high time metoo named and shamed men in media and advertising across india mumbrella asia httpstcofnoqilzrqw,0
1052012640522960896,alyssamilano i felt the same way looking at my beautiful daughter and i am so proud of you for your strength that has given us all so much courage to own our truth and fight for our girls metoo ♥️👊🏼,0
1052054702823800832,‘ all about nina ’ — standup comedy in the days of metoo,0
1052019526399873024,metoo getting stronger,0
1051926614718713856,our wh has been tainted by trump amp his republican party say amp do nothing nothing were taking our country back resist resistance morningjoe nicolledwallace katyturnbc sruhle fbr metoo joenbc morningmika joycewhitevance arimelber alyssamilano httpstcoumqktdvekn,0
1052030676512464896,stormy daniels just called and asked me to remind everyone to please please please donate to her fundraising page every dollar makes a difference metoo webelievesurvivors standwithstormy,0
1055968320858419200,has anyone seen my sharam suhelseth my baesharam metoo timesup,1
1051600162068430848,about to go on abcbrisbane abcbrisbane radio to talk metoo year on,0
1051122095093149696,let ’ s all take a moment to thank tarana burke an africanamerican civil rights activist from the bronx new york she founded the me too movement she has given thousands of women across the world a voice metooinindia metoo,1
1052037459213611008,a year ago alyssa milano started a conversation about metoo these women replied httpstcorulybyalic,0
1050327679948312576,brocklesnitch sex pest allegations 🤔 auspol arias metoo billkavanaugh brettshorten trump alanjones aclennell abcaustralia rnbreakfast billshortenmp kochieonline karlstefanovic thetodayshow bowenchris angustaylormp skynewsaust kierangilbert,0
1052036089412706304,i am blessed and thankful despite all the trauma and pain i have experienced there are still many good parts to my life domesticviolence metoo mentalillness httpstcotbaxddifgn,0
1052192037100015616,attorney sara blevins will discuss how metoo has changed the legal landscape for employers on october visit for event details,0
1051510549585059843,in one hour at nycwff the rose will be flowing and hunger will be ending katieleekitchen nycwff nokidhungry sgwinespirits yummy food wine spirits rose nycwff nokidhungry eatdrinkandbemerry hungry metoo httpstcogvsluktwit,1
1056412049364996096,google workers fume over executives ’ payouts despite metoo claims via economictimes iamrahuljha httpstcoqlkrhchgpg,1
1050195702725242880,for the men who r asking y not then y now u guys will still doubt her amp harrass her even more for y she shared her story immediately no matter what when your sister will tell her childhood story to u one day i challenge u guys to ask y not then y now metoo chinmayi httpstcoecyxbrtogp,1
1052102353820639232,brittanymurphy harveyweinstein metoo blinditem did he have anything to do with her blind item that ruined her career sin city was her last studio movie and he was producer right tedcasablanca httpstcogxulyzzbcx,0
1052260036054065153,braylennapier sarahpalinusa qanon potus ingrahamangle realcandaceo marklevinshow im all good its the left thats angry sad easily offended and confused in general yall dont know what you want till msm tells ya hillary is such an easy target shes begging gor it pound me too please metoo,0
1049982144603463680,metoo comes to bollywood,0
1052001447330635780,october metoo hashtag starts trending on twitter october kavanaugh installed on the us supreme court weve got work to do this is why were crowdfunding the anatomy of silence httpstcozlvtsohsqw help us spread the word canyouhearthesilence httpstcoyazurmvvcv,1
1055027193397469185,mjakbar true international recognition metoo metooindia nidhi bainjal rohinisgh priyaramani prernabindra shutapapaul kadambarim malinibhupta nmenonrao ruthsdavid ijaising reallyswara shehlarashid,1
1051946831599558657,pedowood aka hollywood how low a person must feel to knowingly sell their body for a spot in a movie or tv show⁉️ the metoo movement was pitched for all the wrong reasons shame on the democrats tifffitzhenry,0
1055988291995078658,metoo after failed suicide attempt anirban blah relocates to bengaluru with family and undergoes therapy,1
1051960032680701953,michaelavenatti trump tells women “ i don ’ t care ” on to all the moderate republican mommy ’ s out there this is your guy i hope nothing ever happens to you your daughter your mother or your friend bc your government no longer cares vote midterms metoo,0
1050333763467730944,cnnpolitics the look on the faces of these women says it all metoo,1
1054806978994810880,metoo made to seeoperate patients at hospital with delayed decreased payments,1
1052206440000180224,david mcqueen pearl river louisiana mayor used his towns letterhead to try and get a major meth dealer friend out of prison sentence should he be running for mayor again trump nola saints lsu tigershroff tuesdaymotivation morningjoe wdsu metoo httpstcoceamwnvjvn,0
1055477279390949376,everyone understood now how to fool people now its international conspiracy against hindu it seems this guy is highly influenced by i feel metoo,1
1050589134828388352,indias metoo comes amid calls for laws enforcement httpstcorzueaobkad,1
1051560295397826562,gordmcewen kharyp love canada 😍😍😍😍😍 resister lbgt impeachtrump takeaknee trumpisarussianasset nooneabovethelaw benedictdonald metoo believesurvivors 🖤,1
1049067960084529152,sexual harassment is rampant in the airline industry with two thirds of flight attendants experiencing abuse metoo movement is now airborne httpstcoshsdmoeixh cabincrewtwo,0
1051957223830839296,college student allegedly raped hours after attending a metoo rally,0
1051963478745862146,hillary clinton ’ s willful misunderstanding of the metoo movement,0
