id,text,Directed_Hate
1050369671696928773,trump mocks rules of metoo during rally via ⁦politico⁩ because of course we should let boys be boys at the expense of girls if this doesn ’ t make you sick i give up,1
1051944297543737346,groups fighting sexual violence awarded metoo funding httpstcosgqwqflvrm,0
1052242954671284224,dont be pulling a susan collins because we wont forget latinaslead browngirlmagic luzcollective flbl latinas susancollins metoo timesup senatorcollins malinche,0
1056228517627609088,pakistans apex court has reimposed a ban on all indian tv channels overturning an earlier order from a lower court a metoo is needed there,1
1051986120353959936,someone has to be first from girl in disguise by greer macallister opendoors unlock firstfemaledetective metoo mondaymemories bookclub makentake ylpl historicalfiction mystery publiclibrary library,0
1050167699731431424,australian note to bowenchris don ’ t count your 🐥 before they 🐣 like brettkavanaugh your leader billshortenmp also has a similar metoo controversy that hasn ’ t gone away auspol emilyslist squigglyrick httpstcowjcunvmzsb,0
1051868547045978112,megankelly megankellytoday killary clinton will protect her rapist husband rape enabler who abuses these women who bill raped in deep denial she is going on tour for metoo when she is against me too movement liars crooks money laudnering haitian child organ harvesting httpstcontmmazfudu,1
1052164009544351744,👩🏽‍💻 on a mission to build an empire and leave a legacy 💫 ✅😇🙏🏽🌸👠💋💵👛🗝 smartgirlceo pyeagency ladyboss girlboss bosslady blackgirlsrock girlpower womensupportingwomen sisterhood blackgirlmagic essence oprah metoo tuesdaythoughts,0
1056042408519974915,why are the men so quiet what metoo revelations expose is a long standing sexual crisis in indian culture,1
1051908838104788992,whoopi goldberg talked metoo and neil patrick harris talked about the time she offered to sex him up httpstconfyrvwzpjt,0
1055096215681945600,metoo govt sets up gom to look into sexual harassment at work place httpstcoaakozjadvp,1
1056406162617307139,metoo is not just a moment its a revolution that should have been come years ago in india because now timesup,1
1051433945596928000,a viewer sent me this painting of drchristineblaseyford the painter ’ s name is milly she is she believes dr ford she is now growing up in a country with accused scotus justices an accused potus who mocked dr ford she doesn ’ t think metoo is over vote,1
1050781911088590848,“ one year into the metoo movement there ’ s an underreported barrier to supporting victims many workers are still not legally protected from sexual harassment ” httpstcosbwkfbrsvv,1
1048656738985988096,uspoli realdonaldtrump scotus vs metoo by john darkow auspol senatorcollins jeffflake joemanchinwv,0
1055777700412047361,calling metoo elitist is shortsighted and undermines sexual abuse,1
1056211153989353472,metoo vinta ’ s lawyers bold statement,1
1056500374696312833,ronnie screwvala metoo movement will make system more transparent,1
1051492073575198721,metoo movement inspires flood of old misconduct reports to colleges,1
1052248506000429056,yeah elizabethforma is legit metoo,0
1052108484261634050,abc theadvocatemag occupywallst moveon mmflint joyvbehar stephenathome iamjohnoliver tyleroakley parkland metoo marchforourlives theadvocatemag occupywallst moveon mmflint stephenathome iamjohnoliver tyleroakley if you hate grannynanaabuela vote gop if you love your grannynanaabuela vote thedemocrats texasdemocrats georgiademocrat,0
1051943508121141250,the metoo movement has galvanized the nation – and the world – and inspired survivors everywhere to tell their story and hold abusers accountable we cant leave any woman behind take the pledge httpstcooimulfvufy thisisnotworking herstory,0
1050861565535244288,“ conservative women don ’ t feel victimized ” how the kavanaugh nomination underscored the right ’ s complex inability to cope with the metoo reckoning httpstcoysthyhftun,1
1051926614718713856,our wh has been tainted by trump amp his republican party say amp do nothing nothing were taking our country back resist resistance morningjoe nicolledwallace katyturnbc sruhle fbr metoo joenbc morningmika joycewhitevance arimelber alyssamilano httpstcoumqktdvekn,0
1049992712122859520,powerful men have changed their behaviour at work since metoo,0
1051716586464133120,poor kid uspolitics auspol ukpol metoo timesup,0
1048651813858230273,uspoli realdonaldtrump kavanaugh metoo bombed by adamzyglis auspol senatorcollins jeffflake joemanchinwv,0
1051867564031258626,mipcom evargastv talks double standards on metoo anniversary httpstcoenfpcymwvl,1
1050491945343160327,bettemidler any metoo protesters show up for weinstein nope probably not since they love their harvey,1
1052183735456751616,fairygodboss reminding us of sobering stats according to wef at only action will accelerate this women metoo,0
1055075546688880643,cm captamarinder aware rahulgandhi apprised still no action against predator minister why is the congress party silent we demand strictest action ” patchwork ” wont do metoo is now timesup,1
1051003797575688192,incindia rahulgandhi it seems deal was finalized through this congressi ril metoo deal tajinderbagga sambitswaraj republic timesnow navikakumar rshivshankar zeenewshindi abpnewshindi ani smitaprakash shubhrastha premshuklabjp mssirsa manojtiwarimp,1
1056124278821789697,metoo vinta nanda has recorded her statement against alok nath at oshiwara police station in mumbai,1
1050580277406253056,have you read the latest post from the provocateur this week we started our fourweeklong series into disruptingphilanthropy with andrea mcmanus sharing her metoo story and what the movement means for the nonprofit sector read more here httpstcokiehryyhjp,1
1054437431934619648,i am proud to be a part of such a great enthusiastic amp energetic team thesiff team who fighting mens right n participated d marathon to raise awareness between society abt mens issue n due to metoo met atleast supporters who encouraged us thanks to all ani httpstcozbzqxicexu,1
1056109856917094400,when we say women empowerment and talk about feminism karwachauth is the example 🤣😂😂this is what making our women slavesmetoo,1
1051988967585972225,this is not metoo barrister says groping cop isnt weinstein,0
1051876656359436288,aline brosh mckenna talks changes still needed on metoo anniversary ‘ it is still white men ’ in charge,0
1052236732987568134,metoo in construction report sexual harassment in enr survey httpstcotdyznsjxky,0
1052276505328439297,chicago review has a metoo poetry collective we want to thank the writers who have made such personal contributionswe want to offer our solidarity to them and to any of you wrote editors emily critchley and elizabethjane burnett poetry chireview,0
1052061176396431360,times have changed theres a new sheriff in town name metoo,0
1054635379087892482,the metoo movement thats has suddenly caught the rage is only about celebrities and people in power i wonder whats the condition of regular people facing such harassment at their workplace or personal lives,1
1051661466837901313,days million tweets one powerful movement today marks one year since metoo went viral sexual amp genderbased violence is a human rights violation and were committed to ending it ✊,0
1052282306512150528,the metoo movement ’ s roots in women workers ’ rights httpstcovwwttebgkz,0
1052182459197075457,eaf training kit sexual harassment prevention free to members metoo eeo harassment,0
1051961261607579648,it is not possible to be in favor of justice for some people and not be in favor for justice for all people dr martin luther king jr just think about that how these words still resonates today mentoo kidstoo metoo survivorculture abuseisgenderless abusersaregenderless httpstcockqhbpnzlh,0
1051966809623187457,top story alyssamilano one year ago i recorded this for my daughter explaining why i shared my story of sexual assault i never expected to release it publicly now i feel it ’ s too important not to share metoo … see more,0
1054664654872592384,kaalateetham the potential metoo naari after years who is enjoying now as अबला naari and the congi perpetrator shamelessly doing meethu meethu,1
1051477716791435264,barbararkay did metoo activists target a top canadian prof for his blunt lessons about islam httpstcooukyhejgwy,1
